idx,hybrid,set,premise,hypothesis,genre,label_true,label_pred,source,avg_conf,deb_preds,tokens,cost_usd
248,v5_ensemble_gate,mismatched,"Work hard study balance your time, you know.",You need to have a good schedule to use your time effectively.,facetoface,neutral,neutral,api,0.9681918819745382,neutral|neutral|entailment,262,0.0012325
249,v5_ensemble_gate,mismatched,"Jarrah was in seat 1B, closest to the cockpit; Nami was in 3C, Ghamdi in 3D, and Haznawi in 6B.",Haznawi was seated closer to the cockpit than Jarrah.,nineeleven,contradiction,unknown,api,0.9858751694361368,entailment|contradiction|contradiction,334,0.00307
250,v5_ensemble_gate,mismatched,"We lived between, between the border of Honduras and El Salvador.",We resided about midway point between the border of Honduras and El Salvador. ,facetoface,neutral,neutral,api,0.8874004483222961,neutral|entailment|neutral,284,0.002685
251,v5_ensemble_gate,mismatched,"We are pleased to tell you of a very exciting development with the fund, which has reached a market value of $750,000.","The fund has a market value of $750,000 because we invested heavily in a ponzi scheme.",letters,neutral,neutral,ensemble,0.9995259443918864,neutral|neutral|neutral,0,0.0
252,v5_ensemble_gate,mismatched,"Yeah, that's true.",That is correct and verifiable.,facetoface,entailment,neutral,ensemble,0.9782800475756328,neutral|neutral|neutral,0,0.0
253,v5_ensemble_gate,mismatched,"Although a seemingly mundane, tactical aspect of business, a firm's inventory strategy reflects its approach to managing risk.",A solid inventory strategy is often indicative of a conservative risk management style.,oup,neutral,neutral,ensemble,0.976149320602417,neutral|neutral|neutral,0,0.0
254,v5_ensemble_gate,mismatched,Even on so small an island as Taiwan the Mandarin-speaking ex-mainlanders cannot converse with the Taiwanese-born majority who have not bothered to learn Mandarin.,Everyone who lives in Taiwan is able to speak Mandarin.,verbatim,contradiction,contradiction,ensemble,0.999807059764862,contradiction|contradiction|contradiction,0,0.0
255,v5_ensemble_gate,mismatched,"Well, so many bullets, so many things.","You know what they say, so many things, so many bullets.",facetoface,neutral,entailment,ensemble,0.8088274200757345,entailment|entailment|entailment,0,0.0
256,v5_ensemble_gate,mismatched,"She reported that the pilot had announced that the flight had been hijacked, and she asked her husband what she should tell the captain to do.",She said the pilot told them they'd been diverted because of the weather.,nineeleven,contradiction,contradiction,api,0.856863538424174,neutral|contradiction|contradiction,285,0.0013125
257,v5_ensemble_gate,mismatched,"Outraged, several Libyan members of al Qaeda and the Islamic Army Shura renounced all connections with him.",His connections were all destroyed after they were angered.,nineeleven,entailment,entailment,ensemble,0.9918566942214966,entailment|entailment|entailment,0,0.0
258,v5_ensemble_gate,mismatched,One of our volunteers will be contacting you soon.,One of our volunteers will be contacting you shortly after you submit your information. ,letters,neutral,neutral,ensemble,0.999124030272166,neutral|neutral|neutral,0,0.0
259,v5_ensemble_gate,mismatched,This year I have been teaching introductory geology laboratories.,"It's been really challenging, but it's been fun working with students.",letters,neutral,neutral,ensemble,0.9997310837109884,neutral|neutral|neutral,0,0.0
260,v5_ensemble_gate,mismatched,"In those days, people as a rule did not take much care of phonograph records.",People didn't take much care of phonograph records because they were so cheap.,verbatim,neutral,neutral,ensemble,0.999764362970988,neutral|neutral|neutral,0,0.0
261,v5_ensemble_gate,mismatched,"It was kind of, it's sort of, it seemed unfair to me to, um, to subject her to that, and plus, I mean, the schedule was just starting to take a toll on me as well, and you can only put in so many 80 hour weeks before you kind of break down from it.",You can only keep doing 80 weeks for so long before it wears you down.,facetoface,entailment,entailment,ensemble,0.9972718755404154,entailment|entailment|entailment,0,0.0
262,v5_ensemble_gate,mismatched,"Of the two, the W geographical listings seem more  W lists Aylesbury , which, through some grievous, egregious fault, is not in the geographical section of the L but does appear in the A-Z section (because of the ducks).",I really don't know. this was a confusing line.,verbatim,contradiction,neutral,ensemble,0.9832387566566468,neutral|neutral|neutral,0,0.0
263,v5_ensemble_gate,mismatched,"Worst of all, Wanda had to deal with this worsening problem as she was trying to succeed at her new job.","If Wanda didn't have to work, she would finally be able to solve this problem.",letters,neutral,neutral,ensemble,0.999295930067698,neutral|neutral|neutral,0,0.0
264,v5_ensemble_gate,mismatched,"Obese is a compound of two Latin words, the prefix, ob - `over' + “dere"" eat.","The English word ""obese"" has its origins in Latin.",verbatim,entailment,unknown,api,0.9842159350713094,neutral|entailment|neutral,319,0.002995
265,v5_ensemble_gate,mismatched,"We have relied on a mix of common sense, the sound of the name in Arabic, and common usage in source materials, the press, or government documents.",We have relied on a mix of multiple sources. ,nineeleven,entailment,entailment,ensemble,0.9918676217397054,entailment|entailment|entailment,0,0.0
266,v5_ensemble_gate,mismatched,Here we will show how a decision tool can be used to make the transition from general intuition to specific decisions about (1) which products to make in each plant and (2) how to schedule the time and quantity of production for each product.,Here we are going to show how a decision tool can be useful in making the transition from intuition to specific decision.,oup,entailment,entailment,ensemble,0.9971968730290732,entailment|entailment|entailment,0,0.0
267,v5_ensemble_gate,mismatched,"The recorder captured the sounds of loud thumps, crashes, shouts, and breaking glasses and plates.",There were many loud noises captured on the recorder.,nineeleven,entailment,entailment,ensemble,0.9976433912913004,entailment|entailment|entailment,0,0.0
268,v5_ensemble_gate,mismatched,"The onomatoplazia of inflammable is so common that flammable , or even flamable is now commonly substituted, especially on trucks.",The onomatoplazia of inflammable is extremely rare these days.,verbatim,contradiction,contradiction,ensemble,0.9998801747957864,contradiction|contradiction|contradiction,0,0.0
269,v5_ensemble_gate,mismatched,"I said, Well you can use paint thinner or turpentine or gasoline.","And then I said, you could use paint thinner, turpentine, or gasoline if you wanted to.",facetoface,entailment,entailment,api,0.9473106066385903,neutral|entailment|entailment,260,0.0024
270,v5_ensemble_gate,mismatched,"The School of Law in Indianapolis received nearly 1,300 applications to enroll its 1993 first-year class of 260 students.","The Indianapolis School of Law got almost 1,300 applications to enroll in the 260-student class in 1993.",letters,entailment,entailment,ensemble,0.99870232741038,entailment|entailment|entailment,0,0.0
271,v5_ensemble_gate,mismatched,"The changes now going on have their analog in the last century, when technological innovations of the day like railroads, telegraph, and steam power'developed for purposes far afield of retail, apparel, or textiles'helped transform the mass distri-bution of goods and information.",The telegraph had more of a bearing on information than the railroad.,oup,neutral,neutral,ensemble,0.998323142528534,neutral|neutral|neutral,0,0.0
272,v5_ensemble_gate,mismatched,English-types (like us) thrive in an environment that fosters dialogue.,English-types like us do poorly in a dialogue-rich environment.,letters,contradiction,contradiction,ensemble,0.9998268485069276,contradiction|contradiction|contradiction,0,0.0
273,v5_ensemble_gate,mismatched,"In the past eight years SEND has renovated over 70 homes for affordable resale to families, created more than 100 high quality apartments, assisted 20 businesses to expand or improve their facilities, created three new parks, and taught more than 200 youth work ethics and skills.",SEND has renovated dozens of homes to sell at affordable prices.,letters,entailment,entailment,ensemble,0.9737906455993652,entailment|entailment|entailment,0,0.0
274,v5_ensemble_gate,mismatched,"The following appears, in bold italics, on page 8:",Page 8 contains a page just full of drawings of cartoon characters.,verbatim,contradiction,neutral,ensemble,0.998360276222229,neutral|neutral|neutral,0,0.0
275,v5_ensemble_gate,mismatched,He searched along the plane's projected flight path and the airspace to the southwest where it had started to turn.,He looked along the projected flight plan.,nineeleven,entailment,entailment,ensemble,0.9981566667556764,entailment|entailment|entailment,0,0.0
276,v5_ensemble_gate,mismatched,"That same while that I was there at my brother's, we went to look for, the people who owned land, to see if they would give me, pasture land for the animals.",While I was at my brother's place we looked for those that owned the land to see if we could use it for the animals.,facetoface,entailment,entailment,ensemble,0.9976654251416524,entailment|entailment|entailment,0,0.0
277,v5_ensemble_gate,mismatched,"The hijackers had planned to take flights scheduled to depart at 7:45 (American 11), 8:00 (United 175 and United 93), and 8:10 (American 77).",The hijackers planned to take early flights.,nineeleven,entailment,entailment,ensemble,0.9905784130096436,entailment|entailment|entailment,0,0.0
278,v5_ensemble_gate,mismatched,"Thus, in modern parlance, when a person goes off half cocked (or at half cock ), he or she is not in control of the situation.",Going of half cocked is always a good thing.,verbatim,contradiction,contradiction,ensemble,0.8408287366231283,contradiction|contradiction|contradiction,0,0.0
279,v5_ensemble_gate,mismatched,I am asking that you consider supporting our efforts once again this year with a similar gift.,"I don't care if you send a similar gift this year, we don't need your support.",letters,contradiction,contradiction,ensemble,0.9999050498008728,contradiction|contradiction|contradiction,0,0.0
280,v5_ensemble_gate,mismatched,"L uses a version of what I call the  Moo Goo Gai Pan  or  Ah-oo-gah  system, favored by newspapers because, though primitive, it is virtually  unlike the W system, which requires even a casual user to deal with distinctions between a ??, \?\, ?¤ and a\?",Many systems are named after food.,verbatim,neutral,neutral,ensemble,0.9911381006240844,neutral|neutral|neutral,0,0.0
281,v5_ensemble_gate,mismatched,"Mr. Thomas B. Lemann points out that the transliteration of the opening quotation of  Onomatoplazia  [XV, 1] contains the following ",Onomatoplazia's original text is much more interesting than the transliteration.,verbatim,neutral,neutral,ensemble,0.9975834091504416,neutral|neutral|neutral,0,0.0
282,v5_ensemble_gate,mismatched,"About 20 minutes later, at 7:35, another passenger for Flight 77, Hani Hanjour, placed two carry-on bags on the X-ray belt in the Main Terminal's west checkpoint, and proceeded, without alarm, through the metal detector.","While passing through the checkpoint, Hani set off several alarms.",nineeleven,contradiction,contradiction,ensemble,0.9995861450831096,contradiction|contradiction|contradiction,0,0.0
283,v5_ensemble_gate,mismatched,Cathedral provided us with a good education and a great foundation for our futures.,The cathedral is not our alma mater. ,letters,contradiction,contradiction,ensemble,0.9894334276517232,contradiction|contradiction|contradiction,0,0.0
284,v5_ensemble_gate,mismatched,"If my father bought it, it would have to be a Dodge.",My father is an avid car collector and loves driving.,facetoface,neutral,neutral,ensemble,0.9995057384173076,neutral|neutral|neutral,0,0.0
285,v5_ensemble_gate,mismatched,"Today, Bodenheim's novel might be of interest to students of the English language because of its use of slang.",Bodenheim's novel makes an interesting use of slang.,verbatim,entailment,entailment,ensemble,0.9898602763811748,entailment|entailment|entailment,0,0.0
286,v5_ensemble_gate,mismatched,Does parenting really matter?,It's unclear if parenting is really that important.,oup,entailment,entailment,ensemble,0.9947876334190368,entailment|entailment|entailment,0,0.0
287,v5_ensemble_gate,mismatched,"In the fall of 1993, another such delegation went to the Bekaa Valley in Lebanon for further training in explosives as well as in intelligence and security.",The same delegation returned to Lebanon the next year.,nineeleven,neutral,neutral,ensemble,0.9995312690734864,neutral|neutral|neutral,0,0.0
288,v5_ensemble_gate,mismatched,"I would like to look for a job in education, possibly teaching elementary school, um, hopefully up north I would rather do that up north, so--",I am not looking for a job.,facetoface,contradiction,contradiction,ensemble,0.999561071395874,contradiction|contradiction|contradiction,0,0.0
289,v5_ensemble_gate,mismatched,That nine minutes' notice before impact was the most the military would receive of any of the four hijackings.,"The military had no time to react, given only nine minutes at most.",nineeleven,entailment,neutral,api,0.9658884008725483,entailment|neutral|neutral,307,0.00287
290,v5_ensemble_gate,mismatched,Its institutions take many forms and survive under many different political regimes.,The institutions of the United States government are vast.,verbatim,neutral,neutral,ensemble,0.9987486799558004,neutral|neutral|neutral,0,0.0
291,v5_ensemble_gate,mismatched,"Of course it can't be published because all those things are copyrighted, but my mother made up the story and I thought it was very nice and I still have it, uh, handwritten, uh, in our file here.",We can have it published today but my mom and I don't like the story.,facetoface,contradiction,contradiction,ensemble,0.9996205965677896,contradiction|contradiction|contradiction,0,0.0
292,v5_ensemble_gate,mismatched,We have created a scholarship endowment which will permanently recognize Dr. Steven Bricker's contributions to our school and profession.,We haven't done anything because we don't want to recognize Dr. Steven Bricker. ,letters,contradiction,contradiction,ensemble,0.9999242822329204,contradiction|contradiction|contradiction,0,0.0
293,v5_ensemble_gate,mismatched,Do you plan on staying in Charlotte?,Do you plan to move to a city with more job opportunities?,facetoface,neutral,neutral,ensemble,0.9191597104072572,neutral|neutral|neutral,0,0.0
294,v5_ensemble_gate,mismatched,"Um, reading is fundamental as they say and it truly is.",Reading is such a waste of time.,facetoface,contradiction,contradiction,ensemble,0.9999249776204427,contradiction|contradiction|contradiction,0,0.0
295,v5_ensemble_gate,mismatched,"In public testimony before this Commission in May 2003, NORAD officials stated that at 9:16, NEADS received hijack notification of United 93 from the FAA.",The FAA tried to relay the information to NEADS as quickly as possible.,nineeleven,neutral,neutral,ensemble,0.9997204343477883,neutral|neutral|neutral,0,0.0
296,v5_ensemble_gate,mismatched,Is there anything else you want to--?,Any other stories you'd like to tell me?,facetoface,neutral,neutral,ensemble,0.9979436993598938,neutral|neutral|neutral,0,0.0
297,v5_ensemble_gate,mismatched,"The phrase is a reminder of its medieval provenance, its academic focus, and its corporate style.",The phrase's academic focus is more potent than its corporate style.,verbatim,neutral,neutral,ensemble,0.9993041356404624,neutral|neutral|neutral,0,0.0
298,v5_ensemble_gate,mismatched,It would be so damn foggy you could not see the yellow line on that divided highway in front of you and we to turn left out onto this highway.,The fog did not allow us to turn right. ,facetoface,neutral,unknown,api,0.7078347603480021,entailment|neutral|contradiction,325,0.003025
299,v5_ensemble_gate,mismatched,Many controllers work at the FAA's 22 Air Route Traffic Control Centers.,Many controllers work in the control centers.,nineeleven,entailment,entailment,ensemble,0.9846648772557576,entailment|entailment|entailment,0,0.0
300,v5_ensemble_gate,mismatched,Basic items also represent a major percentage of all apparel goods sold.,White t-shirts are the best selling basic item.,oup,neutral,neutral,ensemble,0.9997858206431072,neutral|neutral|neutral,0,0.0
301,v5_ensemble_gate,mismatched,You got a job cutting siding wasn't it?,I heard you got a job as a gravedigger.,facetoface,contradiction,contradiction,ensemble,0.999590833981832,contradiction|contradiction|contradiction,0,0.0
302,v5_ensemble_gate,mismatched,"Your gift will help us reach our immediate goal of awarding at least one scholarship to a student for the fall semester of 1993, and our long-term goal of awarding several $5,000 scholarships each year.",We may not be able to reach our goal without your donation.,letters,neutral,neutral,ensemble,0.9897927443186442,neutral|neutral|neutral,0,0.0
303,v5_ensemble_gate,mismatched,How can the definers be sure we will know without being told that a man-about-town is never a woman?,How can they be sure that a man in public is not really a woman?,verbatim,entailment,entailment,ensemble,0.9880524675051372,entailment|entailment|entailment,0,0.0
304,v5_ensemble_gate,mismatched,"How does the YWCA differ from other organizations that provide health, fitness, social and education services?",In what ways is the YWCA different from other agencies that provide the same services?,letters,entailment,entailment,ensemble,0.9964006145795188,entailment|entailment|entailment,0,0.0
305,v5_ensemble_gate,mismatched,"Once constructed, this persisting psychological self serves as an anchor for unique experiences, which are retained easily as long as they become personally meaningful.",Personally meaningful unique experiences are always retained easily.,oup,entailment,neutral,ensemble,0.9100040992101034,neutral|neutral|neutral,0,0.0
306,v5_ensemble_gate,mismatched,"They need individual support to attend conferences, present papers, publish their works, and keep in touch with others in their fields across the country.",They need individual support to do academic work.,letters,entailment,entailment,ensemble,0.9463695287704468,entailment|entailment|entailment,0,0.0
307,v5_ensemble_gate,mismatched,You and I have done some important work together.,We never worked together.,letters,contradiction,contradiction,ensemble,0.9999329249064126,contradiction|contradiction|contradiction,0,0.0
308,v5_ensemble_gate,mismatched," Forge an adult-child relationship based on shared understanding, or intersubjectivity'one in which the adult strives to  connect  with the child by  stretching down  to his or her point of view, thereby helping the child  stretch up  to the adult's more mature perspective.",A child can stretch to see how an adult sees things.,oup,entailment,entailment,ensemble,0.9921091397603352,entailment|entailment|entailment,0,0.0
309,v5_ensemble_gate,mismatched,For W9's exemplary precision in telling us what vocabulary entries and dictionary entries are is offset by its vagueness about which type of entry its PR-wallahs have counted for their blurb.,"Even though W9 is very accurate in explaining vocabulary and dictionary entries, it is imprecise about on another matter.",verbatim,entailment,entailment,ensemble,0.9961264530817668,entailment|entailment|entailment,0,0.0
310,v5_ensemble_gate,mismatched,"A robust economy helps by providing job opportunities, but to be honest, most of the people who aren't working today are quite simply the ones who face the greatest obstacles.",Unemployed people have an easier time finding jobs even in a bad economy.,letters,contradiction,contradiction,ensemble,0.9987786610921224,contradiction|contradiction|contradiction,0,0.0
311,v5_ensemble_gate,mismatched,"'  Even though lariat contains its own Spanish article, when we imported it into English, we added another, the English the , to create a literal the la reata , `the the lasso,' and we never think of it as redundancy.","Lariat contains its own Arabic articles, when we imported it into Spanish, we added another the.",verbatim,contradiction,contradiction,ensemble,0.9992509881655376,contradiction|contradiction|contradiction,0,0.0
312,v5_ensemble_gate,mismatched,"The long, disjointed document condemned the Saudi monarchy for allowing the presence of an army of infidels in a land with the sites most sacred to Islam, and celebrated recent suicide bombings of American military facilities in the Kingdom.",The Saudi monarchy has worked respectfully and carefully with the western countries.,nineeleven,contradiction,contradiction,ensemble,0.9997470180193584,contradiction|contradiction|contradiction,0,0.0
313,v5_ensemble_gate,mismatched,"My memory is rickety, but I am sure my first recording was labeled MUSKRAT RAMBLE, and I think, though I am less sure, that it was played by the late  Muggsy  Spanier, who was, to my mind, one of the greatest of jazz trumpeters.",Muskrat Ramble was a wonderful and popular song back in the day. ,verbatim,neutral,neutral,ensemble,0.9993758002916971,neutral|neutral|neutral,0,0.0
314,v5_ensemble_gate,mismatched,"90 In order to understand how the two agencies interacted eight years later, we will review their missions, command and control structures, and working relationship on the morning of 9/11.","Reviewing their missions, command and control structures will not aid us in understanding their interactions.",nineeleven,contradiction,contradiction,ensemble,0.9998491406440736,contradiction|contradiction|contradiction,0,0.0
315,v5_ensemble_gate,mismatched,"Although I'm a retired person, today I have a beautiful outlook on life because of Indy Reads.",Indy Reads helped me reach my literacy goals.,letters,neutral,neutral,ensemble,0.999515195687612,neutral|neutral|neutral,0,0.0
316,v5_ensemble_gate,mismatched,"In Brazil, child street vendors with little or no schooling display sophisticated concepts of classification and equivalence as the result of buying candy from wholesalers, pricing it with the help of adults and experienced peers, and bargaining with customers on city streets.",Children who buy and sell goods develop their social skills more quickly than others.,oup,neutral,neutral,ensemble,0.9845527609189352,neutral|neutral|neutral,0,0.0
317,v5_ensemble_gate,mismatched,Well that was for Dad.,Dad would appreciate it.,facetoface,neutral,neutral,ensemble,0.9906652569770812,neutral|neutral|neutral,0,0.0
318,v5_ensemble_gate,mismatched,Children must  do their own work. ,"Children must never do their own work, it is up to their parents to do it for them.",oup,contradiction,contradiction,ensemble,0.9998724460601808,contradiction|contradiction|contradiction,0,0.0
319,v5_ensemble_gate,mismatched,I liked that part.,I did not enjoy that part at all.,facetoface,contradiction,contradiction,ensemble,0.9999083876609802,contradiction|contradiction|contradiction,0,0.0
320,v5_ensemble_gate,mismatched,"However you choose to participate, I know you'll enjoy being a part of the Herron School of Art and Gallery.",You will offer financial support to the Herron School of Art and Gallery.,letters,neutral,neutral,ensemble,0.9993308782577516,neutral|neutral|neutral,0,0.0
321,v5_ensemble_gate,mismatched,"Um, my mom has because she knows how important it is to me and everything like that and my dad actually two weeks ago when I went home, I don't even remember why I went home, but I went home for something and he's like, he's still trying to convince me to double major.",My father thinks a single major is the best course of action.,facetoface,contradiction,contradiction,ensemble,0.9985055923461914,contradiction|contradiction|contradiction,0,0.0
322,v5_ensemble_gate,mismatched,"Um, I'll definitely be ready for the change.",I will absolutely be prepared for the change. ,facetoface,entailment,entailment,ensemble,0.9983135859171548,entailment|entailment|entailment,0,0.0
323,v5_ensemble_gate,mismatched,"But between water and watt there are fifty-four main entries in Cobuild and 148 in CED . They share such entries as water biscuit and waterworks . But in addition CED alone enters water measurer (a `bug'), Watford (a `town north of London'), etc.","Cobuild had originally included several of the terms included in CED, but removed them for being too niche.",verbatim,neutral,neutral,ensemble,0.9983450373013816,neutral|neutral|neutral,0,0.0
324,v5_ensemble_gate,mismatched,Perhaps Aman will sharpen his perspective and techniques and institute such interviews as a regular feature of Maledicta .,It would be a boon if Maledicta had more such interviews.,verbatim,neutral,neutral,ensemble,0.9947366515795388,neutral|neutral|neutral,0,0.0
325,v5_ensemble_gate,mismatched,You were called and requested additional information prior to making a pledge or gift to the law school.,"When you were called, you asked to be provided with further details before deciding whether or not to give a gift or make a pledge to the law school.",letters,entailment,entailment,ensemble,0.99825386206309,entailment|entailment|entailment,0,0.0
326,v5_ensemble_gate,mismatched,"Uh Asimov, he died about 8 years ago but I still find one or two of his that I hadn't read yet.",I still find Asimov stories that I haven't read before.,facetoface,entailment,entailment,ensemble,0.9981417457262676,entailment|entailment|entailment,0,0.0
327,v5_ensemble_gate,mismatched,"The other plant (the  quick-line  plant) has production costs that are 10 percent higher than for the regular line, but the manufacturing lead time from the time a production order is placed until a shirt is available in finished goods inventory is two weeks, compared to eleven weeks for the plant with the  regular line. ",The other plant has low production costs but sends out the product to the distribution center at random intervals.,oup,contradiction,contradiction,ensemble,0.9195976853370668,contradiction|contradiction|contradiction,0,0.0
328,v5_ensemble_gate,mismatched,"Though novel for its open endorsement of indiscriminate killing, Bin Ladin's 1998 declaration was only the latest in the long series of his public and private calls since 1992 that singled out the United States for attack.",The United States was one of Bin Ladin's preferred Western targets along with its allies.,nineeleven,neutral,neutral,ensemble,0.9996551871299744,neutral|neutral|neutral,0,0.0
329,v5_ensemble_gate,mismatched,This in turn will help us to increase and even improve the services we offer.,"With this we might even improve the services we offer, as well as increase them by 200 new activities.",letters,neutral,neutral,ensemble,0.999747077624003,neutral|neutral|neutral,0,0.0
330,v5_ensemble_gate,mismatched,"You can't take it with you--neither can I, unfortunately.",You are not able to bring it with you. ,verbatim,entailment,entailment,ensemble,0.9983827074368796,entailment|entailment|entailment,0,0.0
331,v5_ensemble_gate,mismatched,"As you know, major changes in dental education are under way throughout the country.","There are currently major changes going on around the country regarding dental education,",letters,entailment,entailment,ensemble,0.9983274141947428,entailment|entailment|entailment,0,0.0
332,v5_ensemble_gate,mismatched,"Help us continue to offer the finest professional art training to our students, the junior and senior high school students enrolled in Saturday School and to all those adults in continuing education courses.",Don't support us in our endeavor to train people in art.,letters,contradiction,contradiction,ensemble,0.9999235073725382,contradiction|contradiction|contradiction,0,0.0
333,v5_ensemble_gate,mismatched,"The NEADS technician who took this call from the FAA immediately passed the word to the mission crew commander, who reported to the NEADS battle  Mission Crew Commander,  Okay, uh, American Airlines is still airborne.",The battle commander tried to devise a strategy to stop the plane.,nineeleven,neutral,neutral,ensemble,0.9996935526529948,neutral|neutral|neutral,0,0.0
334,v5_ensemble_gate,mismatched,"Is there anything specific that, uh, you remember about your grandma?",Did you have a grandma?,facetoface,contradiction,contradiction,ensemble,0.8576305707295736,contradiction|contradiction|contradiction,0,0.0
335,v5_ensemble_gate,mismatched,Please give what you can.,You don't have to give anything.,letters,contradiction,contradiction,ensemble,0.9987621903419496,contradiction|contradiction|contradiction,0,0.0
336,v5_ensemble_gate,mismatched,Yet our roots go much deeper.,Yet our roots go further down.,letters,entailment,entailment,ensemble,0.9969820181528728,entailment|entailment|entailment,0,0.0
337,v5_ensemble_gate,mismatched,"Finally, the cloth must be spread in as many layers of thickness as necessary to achieve the number of units requested or as many as can be properly cut at one time.",The cloth must be spread in a single layer of thickness.,oup,contradiction,contradiction,ensemble,0.9997950394948324,contradiction|contradiction|contradiction,0,0.0
338,v5_ensemble_gate,mismatched,"The President told us his instinct was to project calm, not to have the country see an excited reaction at a moment of crisis.",The President said the country shouldn't see an excited reaction during the crisis and that he would project calm.,nineeleven,entailment,entailment,ensemble,0.9980841080347695,entailment|entailment|entailment,0,0.0
339,v5_ensemble_gate,mismatched,"In general, the definitions in W have been clarified, simplified, and made more precise in L .  Also, the citations in W have either been omitted, where unnecessary, or paraphrased, and sources are not given.",We have not been able to simplify the text. ,verbatim,contradiction,contradiction,ensemble,0.9999117652575176,contradiction|contradiction|contradiction,0,0.0
340,v5_ensemble_gate,mismatched,[A message to businessmen from the Pasco County (Fla.),A statement that must be read immediately by its receiver.,verbatim,neutral,neutral,ensemble,0.9954555829366049,neutral|neutral|neutral,0,0.0
341,v5_ensemble_gate,mismatched,Computer images can be viewed on the local area network or even put on the Internet in a secure form.,Computer photos can only be accessed on the local network.,oup,contradiction,contradiction,ensemble,0.9938494761784872,contradiction|contradiction|contradiction,0,0.0
342,v5_ensemble_gate,mismatched," Yes, I understand.",I understand that.,nineeleven,entailment,entailment,ensemble,0.9925642410914104,entailment|entailment|entailment,0,0.0
343,v5_ensemble_gate,mismatched,Make checks payable to Indiana University Foundation.,"If checks are not written to Indiana University Foundation, there will be an issue.",letters,neutral,neutral,ensemble,0.9912221829096476,neutral|neutral|neutral,0,0.0
344,v5_ensemble_gate,mismatched,Bland slips up when he states it is to  enable him to proceed on his path to the murder of Duncan. ,Bland deftly avoids any discussion of his path to the murder of Duncan.,verbatim,contradiction,contradiction,ensemble,0.9998241265614828,contradiction|contradiction|contradiction,0,0.0
345,v5_ensemble_gate,mismatched,"That same while that I was there at my brother's, we went to look for, the people who owned land, to see if they would give me, pasture land for the animals.",My animals were going to graze peacefully on the land.,facetoface,neutral,neutral,ensemble,0.9985843499501548,neutral|neutral|neutral,0,0.0
346,v5_ensemble_gate,mismatched,What a contrast from the city she'd left a few miles back.,She didn't leave the city a few miles back.,letters,contradiction,contradiction,ensemble,0.9976731737454732,contradiction|contradiction|contradiction,0,0.0
347,v5_ensemble_gate,mismatched,You may remember bumping into me somewhere along your path through college.,You had a conversation with me during college,letters,neutral,neutral,api,0.987803598244985,entailment|neutral|neutral,250,0.0011125
348,v5_ensemble_gate,mismatched,"But after September 1996, when first Jalalabad and then Kabul fell to the Taliban, Bin Ladin cemented his ties with them.",Bin Ladin knew what he was doing in Jalalabad.,nineeleven,neutral,neutral,ensemble,0.9950443307558696,neutral|neutral|neutral,0,0.0
349,v5_ensemble_gate,mismatched," Turning a corner of the Mazza Gallerie into a women's tennis store, I was startled to see ...",The Gallerie was much nicer than the shoe store. ,verbatim,neutral,neutral,ensemble,0.9984385371208192,neutral|neutral|neutral,0,0.0
350,v5_ensemble_gate,mismatched,"As you know, SEND is a neighborhood-based organization investing in Greater Fountain Square's housing, youth, and economic future.",SEND invests in the Greater Fountain Square area.,letters,entailment,entailment,ensemble,0.9975425601005554,entailment|entailment|entailment,0,0.0
351,v5_ensemble_gate,mismatched,"For Indianapolis, that public university must be IUPUI.",IUPUI is a public university.,letters,entailment,entailment,ensemble,0.9805349707603456,entailment|entailment|entailment,0,0.0
352,v5_ensemble_gate,mismatched,"Recently in Chambers I came across the adjective perjink , a Scots word given also in Collins , but not in any of the other desk dictionaries I  it means   finical. ",The adjective perjink is a Scottish word found in Chambers.,verbatim,entailment,entailment,ensemble,0.998210827509562,entailment|entailment|entailment,0,0.0
353,v5_ensemble_gate,mismatched,"In Algeria, where in 1991 Islamists seemed almost certain to win power through the ballot box, the military preempted their victory, triggering a brutal civil war that continues today.",Islamists won power in Algeria in 1991.,nineeleven,contradiction,contradiction,api,0.9958361387252808,entailment|contradiction|contradiction,296,0.002705
354,v5_ensemble_gate,mismatched,Please call Sharyl Hamblen at 921-2049 or Kim Gattle at 921-2056 if you have any questions.,Call Sharyl or Kim with any questions.,letters,entailment,entailment,ensemble,0.9971566796302797,entailment|entailment|entailment,0,0.0
355,v5_ensemble_gate,mismatched,"Because my whole first year, I didn't work.",I did not have anytime for a job my first year of college.,facetoface,neutral,neutral,ensemble,0.9989596605300904,neutral|neutral|neutral,0,0.0
356,v5_ensemble_gate,mismatched,But the situation soon ,The situation soon. ,verbatim,entailment,entailment,ensemble,0.99610177675883,entailment|entailment|entailment,0,0.0
357,v5_ensemble_gate,mismatched,"At 9:03, they would see another aircraft strike the World Trade Center.",Most people saw another plane hit the World Trade Center.,nineeleven,neutral,unknown,api,0.814854621887207,neutral|neutral|entailment,310,0.00295
358,v5_ensemble_gate,mismatched,"Earlier, on page 49, we learnt about Agnodice,  who lived to become the world's first known woman gynaecologist,  in the fourth century BC.","We have already read about the world's first known woman gynecologist, Agnodice.",verbatim,entailment,entailment,ensemble,0.9944605827331544,entailment|entailment|entailment,0,0.0
359,v5_ensemble_gate,mismatched,Girl Scouting benefits Parent/child relationships.,Young girls that take part grow stronger bonds with their parents.,letters,entailment,entailment,api,0.7782194217046102,entailment|neutral|entailment,277,0.002655
