idx,prompt,set,premise,hypothesis,genre,label_true,predicted_label,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
26,P5_few_shot_32,matched,he was he's of course uh i guess he's trained in this uh martial arts of some sort but the plot was bland the acting was bland It was just mostly centered upon his abilities to,The plot was boring because he was a bad actor.  ,telephone,neutral,neutral,neutral,1413,1,1414,0.0035425
27,P5_few_shot_32,matched,Nowadays it is bordered by ancient columns and lined with expensive shops.,The shops have only been around for the last fifty years.,travel,neutral,neutral,neutral,1389,1,1390,0.0034825
28,P5_few_shot_32,matched,"The WP runs a piece inside reporting that during a church service last Sunday, Cardinal John O'Connor of New York criticized President Clinton from the pulpit for taking Catholic communion while in South Africa.",The WP runs a piece inside reporting ,slate,entailment,neutral,neutral,1411,1,1412,0.0035375
29,P5_few_shot_32,matched,yeah yeah if they do come up with a positive regardless of what uh what it was they detected uh we're required to go attend a uh a counseling session,Even if they say its more positive than what it seems we will have to go to a counseling session. ,telephone,entailment,entailment,entailment,1417,3,1420,0.0035725
30,P5_few_shot_32,matched,She had thrown away her cloak and tied her hair back into a topknot to keep it out of the way.,She shaved her head.,fiction,contradiction,contradiction,contradiction,1393,3,1396,0.0035125
31,P5_few_shot_32,matched,"I'm not sentimental, you know."" She paused.",She claimed not to be sentimental. ,fiction,entailment,entailment,entailment,1382,3,1385,0.0034850000000000003
32,P5_few_shot_32,matched,The best beach in Europe ' at least that's the verdict of its regulars.,Regular beachgoers say that it is the best in Europe.,travel,entailment,entailment,entailment,1393,3,1396,0.0035125
33,P5_few_shot_32,matched,"To check this, the central bank has tripled interest rates and used hard currency reserves (now reduced to $10 billion in ready cash) to buy back rubles.",The bank doubled interest rates as a way of checking this.,slate,contradiction,contradiction,contradiction,1410,3,1413,0.003555
34,P5_few_shot_32,matched,Don't miss the open-air market close by the wharves.,The open-air market near the wharves can't be missed.,travel,entailment,entailment,entailment,1390,3,1393,0.003505
35,P5_few_shot_32,matched,'I see.',I saw it.,fiction,entailment,neutral,neutral,1372,1,1373,0.00344
36,P5_few_shot_32,matched,"My last afternoon in Louisian was supposed to be no different- but the hotel room was small and claustrophobic, and I was utterly bored.",My last day in Louisian was very exciting.,fiction,contradiction,contradiction,contradiction,1404,3,1407,0.00354
37,P5_few_shot_32,matched,and the wind started blowing and it was one of my earlier trips to be really out in the middle of,I was glad that the wind was calm.,telephone,contradiction,contradiction,contradiction,1395,3,1398,0.0035175000000000002
38,P5_few_shot_32,matched,"We shouldn't have been here as soon as this even, if it hadn't been for the fact that there was a smart doctor on the spot, who gave us the tip through the Coroner. ",The doctor could only help us through the Coroner.,fiction,neutral,contradiction,contradiction,1414,3,1417,0.003565
39,P5_few_shot_32,matched,Drinks are available and expensive.,Drinks cost a lot.,travel,entailment,entailment,entailment,1375,3,1378,0.0034675
40,P5_few_shot_32,matched,I was to watch for an advertisement in the Times.,I was anticipating an ad in the newspaper. ,fiction,entailment,entailment,entailment,1385,3,1388,0.0034925
41,P5_few_shot_32,matched,"They said that the current system reflects that diversity, with agencies developing new participation processes and information management systems as needed for their individual programs and communities.",They said that the old system reflects that diversity,government,contradiction,contradiction,contradiction,1403,3,1406,0.0035375000000000003
42,P5_few_shot_32,matched,"Sixty percent of Americans are frustrated and angry with the health-care system, and 70 percent favor federal intervention.",Most Americans want to see major changes in the health-care system.,slate,entailment,entailment,entailment,1400,3,1403,0.00353
43,P5_few_shot_32,matched,"The Saving Mystery, or Where Did the Money Go?",The money was spent.,government,neutral,neutral,neutral,1380,1,1381,0.00346
44,P5_few_shot_32,matched,yeah okay you go ahead,"No, do not go ahead.",telephone,contradiction,contradiction,contradiction,1377,3,1380,0.0034725
45,P5_few_shot_32,matched,so i really i really don't have heart burn at all with doing it myself over four nights tie i tied the car up if four days but we're fortunate we didn't need it,I think I should do it from now on to deal with my heartburn issues.,telephone,neutral,neutral,neutral,1416,1,1417,0.00355
46,P5_few_shot_32,matched,well that's right because uh one day it'll be eighty and the next day it'll be about thirty below i tell you what and uh,"Eventually the temperature will reach eighty and then thirty below zero, it fluctuates.",telephone,entailment,entailment,entailment,1406,3,1409,0.003545
47,P5_few_shot_32,matched,i think we have too thank you very much you too bye-bye,I don't think we can thank you enough for your help.,telephone,neutral,contradiction,contradiction,1391,3,1394,0.0035075
48,P5_few_shot_32,matched,"The cane plantations, increasingly in the hands of American tycoons, found a ready market in the US.",The US market was not ready for the cane plantations.,travel,contradiction,contradiction,contradiction,1397,3,1400,0.0035225
49,P5_few_shot_32,matched,"There is a good restaurant in the village, in addition to a well-stocked mini-market for self-catering visitors.",The village has a restaurant.,travel,entailment,entailment,entailment,1394,3,1397,0.003515
50,P5_few_shot_32,matched,but i don't know you know  maybe you could do that for a certain period of time but i mean how long does that kind of a thing take you know to to um say to question the person or to get into their head,It might take a long time to do that because getting inside a person's head takes time.,telephone,neutral,neutral,neutral,1429,1,1430,0.0035825
51,P5_few_shot_32,matched,"A conventional siege was useless against such a seemingly impregnable rock, however, and with so much food and water the Zealots could not be starved into submission.","Eventually, the besieging soldiers had to give up and go home.",travel,neutral,neutral,neutral,1413,1,1414,0.0035425
52,P5_few_shot_32,matched,i've even heard of some people being sexually abused,Some people are sexually abused.,telephone,entailment,entailment,entailment,1380,3,1383,0.00348
53,P5_few_shot_32,matched,Duke William returned from his conquest of England to attend the consecration of Notre-Dame in 1067.,Duke William failed to attend the consecration of Notre-Dame.,travel,contradiction,contradiction,contradiction,1399,3,1402,0.0035275000000000003
54,P5_few_shot_32,matched,Diets for men in their prime,A plan to keep men fat.,fiction,contradiction,contradiction,contradiction,1379,3,1382,0.0034775
55,P5_few_shot_32,matched,so you know it's something we we have tried to help but yeah,We did what we could to help.,telephone,entailment,entailment,entailment,1386,3,1389,0.0034950000000000003
56,P5_few_shot_32,matched,"Be of good cheer,","Be of good cheer, for beer time is near.",slate,neutral,neutral,neutral,1380,1,1381,0.00346
57,P5_few_shot_32,matched,well what is it,Don't tell me about it.,telephone,contradiction,contradiction,contradiction,1375,3,1378,0.0034675
58,P5_few_shot_32,matched,"Indeed, said San'doro.","Indeed, they said.",fiction,entailment,neutral,neutral,1376,1,1377,0.00345
59,P5_few_shot_32,matched,and so i have really enjoyed that but but there are i do have friends that watch programs like they want to see a particular program and they are either home watching it or definitely recording it they have some programs that they won't miss,What programs do your friends like to watch?,telephone,neutral,neutral,neutral,1419,1,1420,0.0035575
60,P5_few_shot_32,matched,"Prior to 1986, the United States had been a net creditor because its holdings of foreign assets exceeded foreign holdings of U.S. assets.","For many, this was considered the best position the US had ever been in financially.",government,neutral,neutral,neutral,1410,1,1411,0.003535
61,P5_few_shot_32,matched,they take the football serious,Football is important to them.,telephone,entailment,entailment,entailment,1376,3,1379,0.00347
62,P5_few_shot_32,matched,"The book is a parody of Bartlett's , serving up quotes from Lincoln, Jefferson, and Roger Rosenblatt with equal pomposity.",The book has quotes from various people including Lincoln and Jefferson.,slate,entailment,entailment,entailment,1403,3,1406,0.0035375000000000003
63,P5_few_shot_32,matched,"Part of the reason for the difference in pieces per possible delivery may be due to the fact that five percent of possible residential deliveries are businesses, and it is thought, but not known, that a lesser percentage of possible deliveries on rural routes are businesses.","We all know that the reason for a lesser percentage of possible deliveries on rural routes being businesses, is because of the fact that people prefer living in cities rather than rural areas.",government,neutral,neutral,neutral,1449,1,1450,0.0036325
64,P5_few_shot_32,matched,"Most recently, GAO reviewed activities of the White House China Trade Relations Working Group, which was established at the request of President Clinton in the exercise of his Constitutional powers.",President Clinton wasn't exercising his Constitutional powers when he made the request.,government,contradiction,contradiction,contradiction,1411,3,1414,0.0035575
65,P5_few_shot_32,matched,CHAPTER 6: HUMAN CAPITAL,Human capital includes the workforce.,government,neutral,neutral,neutral,1378,1,1379,0.003455
66,P5_few_shot_32,matched,"It is the official solution, Liq. ",This is officially the solution.,fiction,entailment,entailment,entailment,1380,3,1383,0.00348
67,P5_few_shot_32,matched,"This is an excerpt from the voice-over credo read in the opening credits for the new UPN series Star  Pitiful Helpless Giant , starring former Secretary of State George Shultz.",Star Pitiful Helpless Giant is a show on UPN about politics.,slate,neutral,neutral,neutral,1416,1,1417,0.00355
68,P5_few_shot_32,matched,"Also, I will be assuming that the 6.0a cost of the Postal Service to take the mail from basic to workshared condition is constant as limited quantities of mail move back and forth between basic and workshared.",I will make no assumptions about the costs to the postal service.,government,contradiction,contradiction,contradiction,1422,3,1425,0.003585
69,P5_few_shot_32,matched,You'll find galleries in all the major towns and in some of the smaller villages.,The major towns have banned the existence of galleries.,travel,contradiction,contradiction,contradiction,1390,3,1393,0.003505
70,P5_few_shot_32,matched,"Similarly, OIM revised the electronic Grant Renewal Application to accommodate new information sought by LSC and to ensure greater ease for users.",Changes were made to the Grant Renewal Application to provide extra information to the LSC.,government,entailment,entailment,entailment,1407,3,1410,0.0035475
71,P5_few_shot_32,matched,um-hum what is your worst then,Then what is your worst?,telephone,entailment,entailment,entailment,1379,3,1382,0.0034775
72,P5_few_shot_32,matched,Slate 's Joseph Nocera.,Nocera works for Slate.,slate,entailment,entailment,entailment,1379,3,1382,0.0034775
73,P5_few_shot_32,matched,That's an opportunity that very few people have had.,Pretty much everyone has that opportunity. ,government,contradiction,contradiction,contradiction,1382,3,1385,0.0034850000000000003
74,P5_few_shot_32,matched,Cybernetics had always been Derry's passion.,Derry had a passion for cybernetics.,fiction,entailment,entailment,entailment,1385,3,1388,0.0034925
75,P5_few_shot_32,matched,"Consistent with GAO's Congressional Protocols, GAO will then offer the requester(s) a draft of the product that is with the agency for comment.",The agency received a draft of the product from the GAO.,government,entailment,entailment,entailment,1409,3,1412,0.0035525
76,P5_few_shot_32,matched,"Merrion Square West, Dublin 2.","Merrion Square East, Dublin 2.",travel,contradiction,contradiction,contradiction,1382,3,1385,0.0034850000000000003
77,P5_few_shot_32,matched,that's neat just supervised more or less than anything and security i guess for them,They just supervise people.,telephone,entailment,neutral,neutral,1385,1,1386,0.0034725
78,P5_few_shot_32,matched,"Although this award will now be handed out annually, Bailey was selected for several years of his commitment.","Bailey may have won several times, but it was a humbling experience each time the award was given to him.",government,neutral,neutral,neutral,1407,1,1408,0.0035275
79,P5_few_shot_32,matched,um yeah that sounds kind of neat uh is location at all important to you like you know how far it is from your house or whatever,Location doesn't matter to some people but it may matter to you I don't know. ,telephone,neutral,neutral,neutral,1409,1,1410,0.0035325
80,P5_few_shot_32,matched,"A chancy road winding up to the 475-metre (1,560-foot) summit is likely to test the engine and suspension of your car, as well as your own persistence.",It is a short and easy trip to get to the summit.,travel,contradiction,contradiction,contradiction,1415,3,1418,0.0035675
81,P5_few_shot_32,matched,"This tourist heartland is also home to 100,000 Jamaicans who live in the hills surrounding the town.",Beautiful white beaches are the reason this town is so popular with tourists.,travel,neutral,neutral,neutral,1401,1,1402,0.0035125
82,P5_few_shot_32,matched,because we don't always read the newspaper sometimes it just sits around for a while and then we just chuck it,Sometimes we throw the newspaper away without reading it.,telephone,entailment,entailment,entailment,1396,3,1399,0.00352
83,P5_few_shot_32,matched,"In the 1980s, and as late as 1994, a major Republican theme was a sort of taunting, nyah-nyah populism.","For almost a decade, the main Republican theme was some form of populism.",slate,entailment,entailment,entailment,1414,3,1417,0.003565
84,P5_few_shot_32,matched,but how do you know  the good from the bad,Why care if it's good or bad?,telephone,contradiction,neutral,neutral,1384,1,1385,0.00347
85,P5_few_shot_32,matched,"A funny place for a piece of brown paper, I mused. ","I looked down at my desk, which was a mess, as usual, and had some white and brown papers on it.",fiction,neutral,neutral,neutral,1404,1,1405,0.00352
86,P5_few_shot_32,matched,"Up here, gazing out at strikingly lush mountains, you may find yourself higher than the clouds, which adds to the extraordinarily eerie atmosphere of the place.","Down here, you can see the gold mines from the old explorers, you are way lower than the sea level, so be careful.",travel,contradiction,contradiction,contradiction,1423,3,1426,0.0035875
87,P5_few_shot_32,matched,"approaches for setting different requirements for sources that pose different levels of hazard (tiering); worst-case releases and other hazard assessment issues; accident information reporting; public participation; inherently safer approaches; and implementation and integration of section 112(r) with state programs, particularly state air permitting programs.",There are no hazards and therefore aren't any different requirements.,government,contradiction,contradiction,contradiction,1432,3,1435,0.00361
88,P5_few_shot_32,matched,The census of 1931 served as an alarm signal for the Malay national consciousness.,The 1931 Malay census was an alarm bell.,travel,entailment,entailment,entailment,1392,3,1395,0.00351
89,P5_few_shot_32,matched,"The NYT , in its front-page coverage, says the plane was flying far lower than the rules for training missions allow.","According to the NYT, training missions did not allow planes to fly that low. ",slate,entailment,entailment,entailment,1407,3,1410,0.0035475
90,P5_few_shot_32,matched,Five minutes later she smiled contentedly at her reflection in the glass.,She was looking at her reflection in the rearview mirror of her car.,fiction,neutral,neutral,neutral,1393,1,1394,0.0034925
91,P5_few_shot_32,matched,"To address these concerns, we supplement our Base Estimate of benefits with a series of sensitivity calculations that make use of other sources of concentration-response and valuation data for key benefits categories.",Some scenarios allow for supplemental data to be used in lieu of primary data.,government,entailment,neutral,neutral,1414,1,1415,0.003545
92,P5_few_shot_32,matched,right yeah that's it's always handy to have that that credit card for whatever it is that you might need it for,It is not necessary to have a credit card.,telephone,contradiction,contradiction,contradiction,1397,3,1400,0.0035225
93,P5_few_shot_32,matched,"The next year, he built himself a palace, Iolani, which can still be toured in Honolulu.",There are no palaces in Honolulu that can be toured.,travel,contradiction,contradiction,contradiction,1398,3,1401,0.003525
94,P5_few_shot_32,matched,I knew him and liked and respected him.,I never knew the man.,slate,contradiction,contradiction,contradiction,1379,3,1382,0.0034775
95,P5_few_shot_32,matched,The Star reports that actress Jodie Foster is pregnant through artificial insemination.,It has been reported by The Star that Jodie Foster is pregnant with twins through artificial insemination.,slate,neutral,neutral,neutral,1401,1,1402,0.0035125
96,P5_few_shot_32,matched,Why bother to sacrifice your lives for dirt farmers and slavers?,People sacrifice their lives for farmers and slaves.,fiction,neutral,contradiction,contradiction,1386,3,1389,0.0034950000000000003
97,P5_few_shot_32,matched,"The street ends at Taksim Square (Taksim Meydane), the heart of modern Istanbul, lined with luxurious five-star hotels and the glass-fronted Ataturk Cultural Centre (Ataturk Keleter Sarayy), also called the Opera House.",There are only residential houses on the street.,travel,contradiction,contradiction,contradiction,1427,3,1430,0.0035975
98,P5_few_shot_32,matched,um-hum yeah i saw that for the first time yesterday in the evening,I have seen that many times before.,telephone,contradiction,contradiction,contradiction,1388,3,1391,0.0035
99,P5_few_shot_32,matched,yeah well the jury that originally sentenced him sentenced him to death,The sentence later got revised under review of a judge.,telephone,neutral,contradiction,contradiction,1388,3,1391,0.0035
100,P5_few_shot_32,matched,I hope that all key parties will take the necessary steps to address any real and perceived problems that serve to undercut public trust and confidence.,I hope that no key parties take steps to address problems.,government,contradiction,contradiction,contradiction,1404,3,1407,0.00354
101,P5_few_shot_32,matched,Programs in Michigan and the District of Columbia received one-year grant terms for 2002.,Programs in Michigan receive no grants at all. ,government,contradiction,contradiction,contradiction,1392,3,1395,0.00351
102,P5_few_shot_32,matched,"Though the two cities remained unlinked by rail, this was about to change quickly.",The two cities had a railway between them that made travel easy.,travel,contradiction,contradiction,contradiction,1394,3,1397,0.003515
103,P5_few_shot_32,matched,I smiled vaguely.,I moved my face.,fiction,entailment,entailment,entailment,1373,3,1376,0.0034625
104,P5_few_shot_32,matched,"Despite a recent renovation, the Meadows Mall is the least appealing of the three suburban malls.",The Meadows Mall is very popular and beautiful.,travel,contradiction,contradiction,contradiction,1391,3,1394,0.0035075
105,P5_few_shot_32,matched,and then you can add cocoa powder to it to make chocolate or after it's thickened i cook it for a good once it starts boiling i just i cook it for a good seven minutes,I never bring it to a boil when I make cocoa.,telephone,contradiction,contradiction,contradiction,1414,3,1417,0.003565
106,P5_few_shot_32,matched,"In a six-year study, scientists fed dogs and other animals irradiated chicken and found no evidence of increased cancer or other toxic effects.",Scientists gave animals irradiated chicken and they all died quickly.,slate,contradiction,contradiction,contradiction,1403,3,1406,0.0035375000000000003
107,P5_few_shot_32,matched,But a list of who's better than other people in some aspect or another is not inevitable and does not make the economy any more prosperous or society any richer in other ways.,A listing of those better than others is very helpful to the economy.,slate,contradiction,contradiction,contradiction,1412,3,1415,0.0035600000000000002
108,P5_few_shot_32,matched,uh-huh you can't do that in a skirt  poor thing,You need to wear something else.,telephone,entailment,neutral,neutral,1385,1,1386,0.0034725
109,P5_few_shot_32,matched,"First, the Comptroller General sends a written request to the agency head for the record that has not been made available to GAO within a reasonable time after an initial request.",They are given a proper amount of time to do the report.,government,entailment,neutral,neutral,1412,1,1413,0.00354
110,P5_few_shot_32,matched,Agricultural shows,Farm performances,travel,entailment,neutral,neutral,1370,1,1371,0.003435
111,P5_few_shot_32,matched,Can you point me to housewares?,"Please point me in the direction of the pet supplies, I asked.",slate,contradiction,contradiction,contradiction,1386,3,1389,0.0034950000000000003
112,P5_few_shot_32,matched,Intifada to the Present,The extending from the Palestinian uprising until today.,travel,entailment,neutral,neutral,1380,1,1381,0.00346
113,P5_few_shot_32,matched,"THEY ARE READY, returned Susan's voice in the back of his mind.",He cringed when he imagined Susan's voice.,fiction,neutral,contradiction,contradiction,1390,3,1393,0.003505
114,P5_few_shot_32,matched,yeah well i was surprised at the the way they drafted last year they didn't really didn't go for the uh big offensive lineman or the defensive lineman they're going for the skilled positions so quarterbacks they really,I thought they should focus more on big linemen.,telephone,neutral,neutral,neutral,1416,1,1417,0.00355
115,P5_few_shot_32,matched,"Small boats tie up here with batches of crayfish, fresh fish, and eel, and housewives clamor for the fishermen to weigh their choices on rudimentary scales.",They fisherman caught 500 pounds of fish today. ,travel,neutral,neutral,neutral,1409,1,1410,0.0035325
116,P5_few_shot_32,matched,They post loads of newspaper articles--Yahoo!,Yahoo contains articles from newspaper publications.,slate,entailment,neutral,neutral,1380,1,1381,0.00346
117,P5_few_shot_32,matched,oh i enjoyed it i mean it was just more for my money,The performance was a good deal.,telephone,neutral,entailment,entailment,1385,3,1388,0.0034925
118,P5_few_shot_32,matched,"External Validity The extent to which a finding applies (or can be generalized) to persons, objects, settings, or times other than those that were the subject of study.",The degree to which conclusions can be applied to objects and persons who weren't subjects in the initial study subject is called External Validity.,government,entailment,entailment,entailment,1425,3,1428,0.0035925
119,P5_few_shot_32,matched,"'Wait here,' I was ordered.",He told me to wait.,fiction,entailment,entailment,entailment,1378,3,1381,0.0034750000000000002
120,P5_few_shot_32,matched,"It's easy to overdose on the many temples, palaces, and museums in India.",Many temples and palaces are free to visit in the country.,travel,neutral,neutral,neutral,1394,1,1395,0.003495
121,P5_few_shot_32,matched,"Nearby is the Monastery of Nea Moni, founded in 1049, and one of the most beautiful Byzantine religious sites in the Aegean.","Founded in 1049, the monastery was a beacon of light in the darkness.",travel,neutral,neutral,neutral,1413,1,1414,0.0035425
122,P5_few_shot_32,matched,excessively violent i was worried it's like golly if kids start imitating that,"It was non-violent, so it would be great for the kids to follow their lead.",telephone,contradiction,contradiction,contradiction,1399,3,1402,0.0035275000000000003
123,P5_few_shot_32,matched,Our review indicates that the Food and Drug Administration complied with the applicable requirements.,The Food and Drug Administration has strict requirements.,government,neutral,neutral,neutral,1388,1,1389,0.00348
124,P5_few_shot_32,matched,yeah it's definitely a way out of the way where  where as,I was able to find my way out of the corn maze,telephone,neutral,contradiction,contradiction,1391,3,1394,0.0035075
125,P5_few_shot_32,matched,"Traffic, also, has been controlled, and if you're staying here you might want to consider getting around by bicycle; there's no better way to explore an island that measures no more than 20 km (121.2 miles) from end to end, one-fifth the size of Ibiza.",It is quicker to cross the island by bike than by car.,travel,neutral,neutral,neutral,1435,1,1436,0.0035975
126,P5_few_shot_32,matched,Everybody has this quote from NBA commissioner David  You cannot strike your boss and still hold your job--unless you play in the NBA.,"NBA commissioner has given the same quote to everybody, but he also talked about other things.",slate,neutral,neutral,neutral,1409,1,1410,0.0035325
127,P5_few_shot_32,matched,The game of billiards is also hot.,People hate playing billiards.,travel,contradiction,contradiction,contradiction,1379,3,1382,0.0034775
128,P5_few_shot_32,matched,"(Never mind the strictest reading, which supposes that creation took a week.)",Which supposes that the creation took a month.,slate,contradiction,contradiction,contradiction,1391,3,1394,0.0035075
129,P5_few_shot_32,matched,"Oh, yes, sir. Dorcas was looking very curiously at him and, to tell the truth, so was I. ",We had no interest in him at all.,fiction,contradiction,contradiction,contradiction,1400,3,1403,0.00353
130,P5_few_shot_32,matched,"When the next modernist revolution comes around, he'll be ready.",They have been prepping for years.,slate,neutral,neutral,neutral,1384,1,1385,0.00347
131,P5_few_shot_32,matched,couple of years ago i was thinking about moving to Massachusetts but uh boy i'm glad i didn't,I'm glad that I didn't move to Massachusetts.,telephone,entailment,entailment,entailment,1392,3,1395,0.00351
132,P5_few_shot_32,matched,yeah so it's easy to do i'm actually interested in getting one of those kind of my wife has been talking about this in the past couple of years one of those kind of campers that pop-up so it's about uh maybe eight foot square and but only about two feet tall and when you get to where you're going it raises up and there's tenting material,I want to get one of those campers. ,telephone,entailment,entailment,entailment,1444,3,1447,0.00364
133,P5_few_shot_32,matched,yeah i've always threatened to take lessons but i've never gotten around to it,I have never gotten around to taking lessons.,telephone,entailment,entailment,entailment,1388,3,1391,0.0035
134,P5_few_shot_32,matched,um-hum with the ice yeah,With the sunshine and heat wave yes.,telephone,contradiction,contradiction,contradiction,1380,3,1383,0.00348
135,P5_few_shot_32,matched,"This is one of the reasons we're growing too weak to fight the Satheri.  ""What's wrong with a ceremony of worship, if you must worship your eggshell?"" Dave asked.","Eggshell worship is the reason we're growing too weak to fight the Satheri, yet Dave asked about it.",fiction,entailment,neutral,neutral,1425,1,1426,0.0035725
136,P5_few_shot_32,matched,"So unlike people who are fortunate enough to be able to afford attorneys and can go to another lawyer, our clients are simply lost in the legal system if they cannot get access to it from us.",Our clients can barely afford our legal assistance.,government,entailment,entailment,entailment,1412,3,1415,0.0035600000000000002
137,P5_few_shot_32,matched,"Little is recorded about this group, but they were probably the ancestors of the Gododdin, whose feats are told in a seventh-century Old Welsh manuscript.",Gododdin's deeds were never written down because it was to be passed down only orally. ,travel,contradiction,contradiction,contradiction,1415,3,1418,0.0035675
138,P5_few_shot_32,matched,Beyond the facade there are cavernous empty rooms.,The rooms are preserved how they historically looked.,travel,neutral,contradiction,contradiction,1383,3,1386,0.0034875
139,P5_few_shot_32,matched,Economic growth also depends on education to enhance the knowledge and skills of the nation's work,Economic growth has been increase quickly in recent years as knowledge is being spread faster and more efficiently.,government,neutral,neutral,neutral,1400,1,1401,0.00351
140,P5_few_shot_32,matched,Reports on attestation engagements should state that the engagement was made in accordance with generally accepted government auditing standards.,"To prevent fines, attestation engagements must have proof that they comply with government auditing standards.",government,neutral,neutral,neutral,1403,1,1404,0.0035175000000000002
141,P5_few_shot_32,matched,those little kids don't understand it,Those young children can't comprehend it. ,telephone,entailment,entailment,entailment,1379,3,1382,0.0034775
142,P5_few_shot_32,matched,These adaptations are not uniformly valued.,Adaptions are always valued ,government,contradiction,contradiction,contradiction,1377,3,1380,0.0034725
143,P5_few_shot_32,matched,"Thus, recent evidence suggests that by not including an estimate of reductions in short-term mortality due to changes in ambient ozone, both the Base and Alternative Estimates may underestimate the benefits of implementation of the Clear Skies Act.",Recent findings say that Base and Alternative estimates may not quite see all of the benefits of the Clear Skies Act.,government,entailment,entailment,entailment,1430,3,1433,0.003605
144,P5_few_shot_32,matched,paid back down it uh,I paid off the balance.,telephone,neutral,neutral,neutral,1376,1,1377,0.00345
145,P5_few_shot_32,matched,Other examples of cumulative case studies come from two international agencies.,There are examples of cumulative case studies.,government,entailment,entailment,entailment,1384,3,1387,0.00349
146,P5_few_shot_32,matched,"I leap!"" And, in very truth, run and leap he did, gambolling wildly down the stretch of lawn outside the long window. ","The man yelled that he would sit down, and sit down he did.",fiction,contradiction,contradiction,contradiction,1409,3,1412,0.0035525
147,P5_few_shot_32,matched,yeah yeah uh-huh yeah we we saw that one uh we find that uh that uh if you can get into those dollar movies you know they're uh they're a dollar and a half what is it dollar and a quarter dollar and a half now,You can get it at the dollar movies.,telephone,neutral,neutral,neutral,1422,1,1423,0.003565
148,P5_few_shot_32,matched,[Requires free registration.,Registration is only one of the requirements. ,slate,neutral,neutral,neutral,1378,1,1379,0.003455
149,P5_few_shot_32,matched,Never know where they won't turn up next. ,Everyone knows where they will turn up next.,fiction,contradiction,contradiction,contradiction,1383,3,1386,0.0034875
150,P5_few_shot_32,matched,"Rightly or wrongly, America is seen as globalization's prime mover and head cheerleader and will be blamed for its excesses until we start paying official attention to them.",America alone is responsible for the excesses of the globalization movement. ,slate,neutral,contradiction,contradiction,1412,3,1415,0.0035600000000000002
151,P5_few_shot_32,matched,Where lies the real Japan?,There is a question where the real Japan lies.,travel,entailment,entailment,entailment,1380,3,1383,0.00348
152,P5_few_shot_32,matched,The story of the technology business gets spiced up because the reality is so bland.,Reality is so bland that the technology business gets spiced up.,slate,entailment,entailment,entailment,1394,3,1397,0.003515
153,P5_few_shot_32,matched,there's certain times of the year of course that uh that it probably wouldn't do very well because of the temperature and stuff but but uh the right time of year it works pretty good,"At the right time of year, this paint is great.",telephone,neutral,entailment,entailment,1412,3,1415,0.0035600000000000002
154,P5_few_shot_32,matched,"But when the cushion is spent in a year or two, or when the next recession arrives, the disintermediating voters will find themselves playing the roles of budget analysts and tax wonks.",The cushion will likely be spent in under two years.,slate,entailment,entailment,entailment,1414,3,1417,0.003565
155,P5_few_shot_32,matched,Candle grease? ,It was not candle grease.,fiction,contradiction,contradiction,contradiction,1374,3,1377,0.003465
156,P5_few_shot_32,matched,"Even if auditors do not follow such other standards and methodologies, they may still serve as a useful source of guidance to auditors in planning their work under GAGAS.",GAGAS requires strict compliance for auditors to follow.,government,neutral,contradiction,contradiction,1408,3,1411,0.00355
157,P5_few_shot_32,matched,Possibly no other country has had such a turbulent history.,The country's history has been turbulent.,travel,entailment,entailment,entailment,1382,3,1385,0.0034850000000000003
158,P5_few_shot_32,matched,REESTIMATE -Refers to estimates of the subsidy costs performed subsequent to their initial estimates made at the time of a loan's disbursement.,Reestimate is a term that doesn't deal with estimates.,government,contradiction,contradiction,contradiction,1405,3,1408,0.0035425
159,P5_few_shot_32,matched,The large scale production of entertainment films is a phenomenon well worth seeing several times.,Watching the impressive production of entertainment skills is something worth seeing many times.,travel,entailment,neutral,neutral,1394,1,1395,0.003495
160,P5_few_shot_32,matched,yeah yeah so it's interesting to talk to somebody from that general vicinity,Conversing to someone in the area is interesting.,telephone,entailment,entailment,entailment,1388,3,1391,0.0035
161,P5_few_shot_32,matched,"At least they're getting stoned first, I rationalized.","It's awful that they get stoned first, I argued. ",slate,contradiction,contradiction,contradiction,1389,3,1392,0.0035025
162,P5_few_shot_32,matched,They would burn to the ground by morning.,They would not burn to the ground by morning.,fiction,contradiction,contradiction,contradiction,1383,3,1386,0.0034875
163,P5_few_shot_32,matched,"Improvements in architecture, regaining intimate space and scale and all the rest, won't disguise the ugliness of advertising the local bank, Chevy dealer, and chain retailer as a backdrop for baseball.","Baseball should be about the sport, not advertisements.",slate,neutral,neutral,neutral,1412,1,1413,0.00354
164,P5_few_shot_32,matched,"However, the specific approaches to executing those principles tended to differ among the various sectors.",Specific approaches to each principle is different in each sector.,government,entailment,entailment,entailment,1392,3,1395,0.00351
165,P5_few_shot_32,matched,The following are examples of how agencies engaged employee unions.,"Agencies can engage employee unions, for example:",government,entailment,entailment,entailment,1384,3,1387,0.00349
166,P5_few_shot_32,matched,"Gordon, Robert J. Does the 'New Economy' Measure Up to the Great Inventions of the Past.",There were great inventions in the past.,government,entailment,entailment,entailment,1394,3,1397,0.003515
167,P5_few_shot_32,matched,"And if, as ultimately happened, no settlement resulted, we could shrug our shoulders, say, 'Hey, we tried,' and act like unsuccessful brokers to an honorable peace.",Neither side is actually interested in a settlement at this time.,slate,neutral,neutral,neutral,1411,1,1412,0.0035375
